size,bedrooms,price
1559,1,245064
4885,1,614674
1478,6,319386
2749,3,398726
3875,2,537994
5830,4,773334
3434,6,518569
3412,4,540808
3797,1,483505
4943,2,698900
4654,5,666721
3674,1,471178
4450,4,618797
4269,2,623469
3733,2,567143
1668,6,333851
1479,5,300106
4380,2,570653
5175,6,710817
892,3,206973
618,1,134089
1240,2,228768
4998,4,752567
1186,6,272470
3467,4,555502
783,1,147707
3123,4,482442
3021,6,523704
1046,1,199443
4741,3,664220
1554,6,324129
4992,2,642130
4734,2,673632
2792,5,462575
373,3,133147
1518,4,307224
1935,3,319906
3984,1,512708
5330,1,668602
5714,3,810847
2019,6,381027
5453,2,779073
627,4,188829
5507,4,811055
4132,4,599130
1134,6,263281
2850,4,481851
870,1,157923
776,1,159620
4788,1,638844
2586,6,447772
5663,5,855294
5320,2,700683
3798,3,512922
1568,1,247154
5661,2,757812
1448,4,272202
1185,4,261292
3447,2,516569
2999,2,432081
1148,2,215979
2263,5,376103
3015,3,472502
5155,4,707471
1378,5,286212
2057,3,360361
4817,2,693935
1311,1,221158
4669,1,610171
2845,4,480839
5119,5,755631
5815,1,767530
4668,6,692485
3021,3,484674
4055,4,583520
2603,2,386989
2537,2,369001
2834,4,425731
869,4,223311
1335,5,288838
4024,5,638485
3124,1,437883
4033,6,596212
404,3,149574
4747,2,607107
3959,4,606606
1960,4,352765
5626,5,809077
610,2,152437
5648,4,747128
4467,5,652930
4983,4,660681
421,3,144729
1919,5,358243
1690,5,326972
1615,5,323587
5491,5,814012
5782,2,830586
2135,6,397963
5978,6,905353
3420,2,473389
2615,6,430136
3254,5,544266
4374,2,603591
3875,3,524689
5651,1,704243
4886,1,646138
2164,2,344533
4773,5,734632
3384,4,508364
3447,4,523850
4187,2,554939
5747,6,783019
3764,5,539071
5017,6,726119
6000,3,822697
4965,2,684890
4878,2,675928
3176,3,493488
810,1,150581
1640,2,276739
3030,2,440963
3847,5,555738
4111,2,579032
4362,4,648245
2171,4,390506
4498,4,655762
5028,6,701053
4908,3,636833
856,4,204548
302,6,176569
3139,3,447305
3440,4,499921
1157,2,215688
2352,4,372445
3501,4,497132
4359,5,668758
5228,5,750049
2789,1,407608
1314,2,225174
2522,2,400565
5762,6,804374
1553,6,338799
724,3,178059
553,3,157275
4834,6,726101
4633,4,686152
5128,6,782679
1808,2,298611
2284,1,357568
5602,5,751828
2090,5,379881
2741,4,465717
5602,4,770281
848,5,236872
4702,6,712381
2256,5,386155
4674,3,689611
1698,3,280639
3559,6,544890
2694,6,437575
1675,6,357814
1730,2,286838
2789,1,416886
5059,1,656190
2296,4,385737
5466,6,797239
5609,1,683673
1854,5,354338
2517,3,417605
5003,6,739363
2748,1,402799
5275,3,695649
1193,2,238130
2084,5,398292
2999,4,493235
5930,3,806283
3420,4,528951
4976,1,666058
4162,4,607072
5282,1,688828
4665,5,731440
2070,4,368774
2904,4,433110
4558,1,587393
3167,2,447548
5691,6,792066
2661,3,430182
3459,6,535287
4177,4,584621
2888,4,448288
3945,1,556308
4024,2,542797
5627,1,746912
4608,3,609261
2492,6,433898
1507,6,327031
5703,1,796585
660,6,221789
4501,5,639378
5511,6,839598
5172,3,694336
2007,5,386385
4185,3,639457
2389,1,346907
5120,4,758284
3527,3,519470
784,5,212584
3371,1,463694
875,3,211149
4302,3,578553
4444,2,629199
2173,3,363281
3819,5,592098
1673,1,277183
4957,4,751792
5738,3,784894
5138,6,765294
2574,4,392285
3779,6,554724
5925,2,809835
5475,6,850459
391,2,127215
2840,3,405746
314,6,173314
4840,3,641591
1557,4,303654
1941,4,332559
5084,3,754828
951,5,234542
5668,3,819438
1976,3,347533
1501,1,262143
2213,4,385347
4310,6,700942
2597,3,425721
2160,1,319604
966,2,201922
925,4,208962
3253,2,440634
2839,6,457572
5988,2,790299
1180,3,244749
2778,3,411469
4910,5,685947
4567,2,656067
2478,6,423106
4029,3,535826
4916,2,648478
3014,1,423363
4365,2,611035
3593,1,515657
2324,3,371651
2158,2,335905
2177,3,339276
4266,6,665173
634,1,139835
1815,3,296233
3590,6,570262
3583,3,539447
5853,3,824207
3532,6,529655
4766,4,714955
1749,4,324110
2968,2,460920
2898,6,474950
5798,4,798645
5381,3,733926
5800,1,743846
3678,2,510346
3635,3,529436
4901,5,683879
1897,6,377292
1470,4,294723
2439,1,346472
5732,5,761725
3835,4,552460
2596,2,375537
3757,5,583702
4955,5,706910
5621,2,708772
4318,5,681892
1021,4,236034
3442,3,493155
5442,5,829020
5749,1,733345
4809,2,697719
878,2,188587
4160,3,585889
5490,2,717309
4550,4,681096
5212,2,695262
3168,2,464474
1260,3,256901
2368,6,400541
2511,4,396079
5677,5,751590
1749,6,339803
2262,4,402148
5718,2,762073
4457,6,651620
3040,5,502690
4955,5,697063
573,6,202048
5657,1,703555
5974,6,876007
2337,4,382673
730,6,218022
1561,4,292937
2614,5,446901
5765,1,788789
2564,4,402483
1246,5,284715
645,5,207167
1205,2,220242
530,2,147374
2028,6,398822
1478,4,280800
4014,2,573658
2044,1,326614
591,2,149265
3328,5,549688
4283,2,589710
1272,3,254076
1553,4,291843
3910,2,517186
5483,3,802654
4041,5,586263
4271,2,600024
802,3,197802
2587,4,435679
789,5,219537
1686,6,340299
5154,1,660001
5793,5,801691
3986,4,613845
2178,3,350562
2807,4,466453
5229,1,703647
665,6,211569
358,4,157162
4215,4,601415
5728,1,809428
3180,6,552414
437,4,167447
1535,1,263808
5937,5,847808
2552,3,404277
2749,4,436329
5315,3,730735
1781,3,301492
3535,3,548234
636,3,167244
4611,6,715828
2647,1,369014
789,5,226128
4305,2,565932
4447,1,604093
2912,6,501555
1355,1,232138
5295,6,787427
5142,1,725049
4477,3,611187
4327,2,631638
4137,2,558866
4118,5,616529
5704,4,840844
854,2,174915
3426,2,456493
2273,1,332240
2800,2,412897
4941,4,707846
5606,1,733296
2523,1,371030
788,5,229698
3812,5,618081
1113,5,244240
5909,6,817445
2324,3,368167
1528,4,304167
5813,3,748497
2516,2,392152
3402,4,530450
2789,4,421064
4803,4,661675
5634,4,794401
307,4,152320
3544,3,546922
3374,2,472161
3110,5,487199
3811,4,570561
2603,5,412504
2989,6,470215
1132,3,224319
1806,4,330204
560,1,130295
386,4,153685
2697,4,437655
4787,5,683522
2121,3,330486
1085,3,224362
1419,5,280457
3229,5,531736
3833,1,564023
3129,3,452356
3725,6,550684
3952,2,550660
1032,4,228339
1696,6,350859
2150,5,389740
467,2,139063
1890,1,269820
3544,4,502810
1676,3,282275
1629,2,291431
1214,6,274566
4046,6,632191
618,3,164841
3999,3,588381
672,6,227334
438,1,119159
3116,6,546194
3864,4,550195
4119,1,560912
4023,4,559711
886,5,221646
2215,5,406214
2496,1,359046
2648,5,434717
1986,3,327062
491,4,164248
4699,4,643197
5053,1,682768
3256,5,505727
5033,4,682755
5495,3,774751
3748,6,559956
2560,5,409674
4576,6,681227
5067,6,763088
3307,6,520550
4383,5,693812
4660,4,648953
3320,1,469115
4888,5,697924
1273,6,296213
3227,2,463567
3588,6,551483
1262,5,276732
5741,4,826076
5179,1,725458
5598,5,848309
1725,2,301206
2294,1,351941
532,5,196902
4906,6,682035
4610,4,634489
883,1,174087
3475,6,571211
2680,1,358436
2154,6,374152
5609,4,827766
3936,1,555157
2027,2,308453
2091,6,394302
715,5,212733
1748,6,333723
4053,4,635418
1477,5,311821
4167,2,569161
1798,1,268115
2396,6,414773
1925,2,294348
4021,1,537067
3657,2,487470
2331,1,342264
2817,5,476503
4178,2,549459
3996,3,564149
1585,4,287035
2404,6,432526
757,5,216488
3973,5,572814
5307,6,730683
1481,3,275641
2561,3,387396
5249,6,730495
2248,1,357210
3360,5,504447
542,5,186931
693,1,155351
5619,6,840200
465,5,188156
5554,4,774555
5087,3,700423
3058,3,446691
4747,2,690595
4614,1,595461
5560,2,773965
5630,5,810726
1869,3,318840
5335,3,746843
4603,5,653309
5468,4,779023
4701,1,634262
1075,3,224705
1566,3,269410
2478,3,413940
4686,2,599759
955,4,222049
2516,3,408005
5567,5,847228
4461,6,659910
2920,2,453043
4829,1,605893
5621,4,767159
4584,2,652992
4145,2,610349
1227,2,230163
3767,4,560473
1037,1,201250
2647,5,420835
1825,4,333046
916,6,261714
1627,6,322580
2851,5,446109
5100,4,737768
2458,6,445555
4453,4,628983
4518,3,625624
5841,1,819251
1376,3,249945
1567,5,300342
1214,1,214058
5906,3,800491
353,3,138367
2588,3,418130
366,2,121540
350,6,178244
5863,3,810345
5513,4,751507
1426,4,280892
5474,4,718683
4985,5,673846
1823,4,333721
2955,1,414600
794,4,198767
3374,4,533607
351,6,180723
1323,1,221682
1019,4,225275
5656,2,765870
4903,1,700927
3205,6,504257
5244,1,687694
4756,3,665246
3029,4,468273
4388,5,677364
1151,4,236053
1464,3,277022
3043,6,497596
3239,1,443569
3133,3,461760
5599,4,800728
1035,2,206175
1004,5,234238
3306,5,496153
3579,6,547715
3817,1,499294
3927,4,617455
1775,2,309608
2334,6,439244
1185,6,282232
2602,1,351959
1336,4,284078
610,6,206737
3649,6,600309
4746,2,650511
2007,1,323675
5668,6,812375
3673,2,511237
2344,1,372509
1545,1,250129
1894,3,337908
3077,3,473363
4503,6,675790
2139,6,376240
2123,3,351653
1082,5,267222
5882,6,799524
5854,1,716187
2411,1,373187
2947,3,432927
2512,4,387625
5961,4,837138
984,4,236818
5431,2,755136
2411,4,400654
4275,3,603103
895,6,242789
3726,3,580071
4689,2,656571
2670,5,474207
475,5,184031
3054,5,466461
4707,2,596914
3581,1,493712
3639,1,493201
2550,3,388009
3146,3,455021
2553,1,346240
926,4,227145
1038,2,209892
5636,1,756238
3421,1,496303
5712,3,759753
2887,3,421477
1717,4,307558
1347,4,271235
2006,3,349358
2652,4,449833
2951,1,408965
5711,5,861997
5999,2,827323
4635,3,618237
3546,2,534924
4773,5,689079
5228,2,730788
4682,5,705940
5429,3,719810
3021,2,436926
945,3,221335
5298,5,748717
2601,3,379989
5987,2,817605
1287,4,250541
4812,6,764414
5584,5,777877
5790,1,813046
4558,1,591534
4790,4,696845
1684,3,298601
4992,2,631710
3158,2,468767
2723,5,441588
2842,4,436377
717,5,209402
3373,2,514808
2880,3,425338
1955,6,355901
2965,3,481124
1107,3,220404
3578,6,607187
3560,4,566189
2827,2,410654
4920,4,659555
5903,5,813372
5090,3,730368
1511,4,294526
3875,3,537913
2457,2,368629
702,6,233397
858,3,191314
5257,2,670779
5071,5,705029
5441,6,848904
5925,3,866360
2982,5,506294
439,6,197276
3729,5,605319
3385,5,532054
414,3,137442
3374,4,520674
5752,2,731659
4391,1,580533
4862,3,666650
4359,5,627691
4471,6,690003
1823,6,339780
3559,5,553296
5133,4,742703
3254,6,497783
1332,3,259669
1918,3,311817
5619,1,790753
4881,2,645469
2893,1,425764
2256,6,427528
2421,6,447278
3727,4,521534
3308,6,548009
4151,3,606483
1393,3,262294
4139,2,535123
1801,4,308346
2736,2,428711
857,1,178426
1722,3,285632
5985,2,850620
2612,1,401614
5483,1,718963
4668,1,611095
4564,5,646077
1762,1,272467
5106,4,757742
5274,4,757714
4862,2,670016
3821,3,572891
2859,5,455898
3450,1,492012
3558,3,504070
462,3,146225
623,2,151981
3676,2,520468
2481,3,386151
5650,3,817704
1530,2,247879
2711,4,449037
3623,5,561803
1133,6,268496
327,5,157329
5374,1,693032
981,5,254210
2181,6,411777
4552,3,653203
461,1,117673
4542,2,639822
3358,2,490468
4886,1,629763
4277,5,676598
3775,2,558550
5069,6,787214
3493,2,462484
1340,5,293372
3824,5,572630
809,6,236836
4256,3,590284
5977,1,834574
4668,1,582339
2286,5,414016
3003,1,450449
1239,2,232439
5825,2,720116
1263,2,243698
3889,6,580037
3162,2,465559
3642,4,541758
2962,1,395608
341,3,136082
5635,4,772063
1765,6,367028
1895,1,279608
5468,3,758702
1192,1,216090
567,3,162476
2548,4,397841
365,4,149402
4341,2,565029
562,6,213454
1211,4,253837
4687,1,610358
3334,4,491717
5680,1,777183
2562,1,360638
1544,6,326469
3569,5,551841
4943,6,698346
3964,1,536305
1974,3,342193
4174,6,611941
4126,2,567077
703,2,171935
2263,1,352023
4696,3,642649
3281,5,533794
618,4,190394
4490,6,645187
2741,3,409925
2094,6,410236
1904,1,311166
5328,1,695676
3944,2,560367
3801,1,486579
1135,1,188084
2191,4,393001
3330,4,509626
4297,1,592488
3251,2,480694
582,5,189730
570,2,154328
3380,1,503875
1423,3,257415
4369,2,594257
4349,6,667909
876,1,169201
3997,2,545536
4441,2,579353
5557,2,714363
929,6,260589
2590,1,367474
2867,4,472589
513,5,183430
5514,6,846458
1411,1,237705
5672,5,774920
4413,4,624375
1066,3,220194
2036,3,320591
2272,2,358276
4040,1,547992
5392,2,731003
4423,5,668340
1525,2,265047
5458,6,815971
3303,2,465330
5611,6,769039
3386,2,499385
4857,1,639978
5620,6,771294
4537,1,633912
1894,5,347258
1772,5,344556
4385,5,608893
342,5,166256
3923,4,599495
985,4,221561
577,6,211482
4954,6,699163
989,4,222606
5293,1,719569
2440,2,356006
1340,4,281836
1935,4,326413
1995,5,372745
3059,4,466517
715,6,230548
5457,2,693501
411,2,129212
933,2,203766
1029,1,183384
4050,6,617921
4266,6,690066
2298,6,412346
5426,6,737185
2151,5,364255
4124,1,536848
2965,3,482079
1742,6,344623
4304,3,620451
3988,5,576432
3882,4,551053
1103,2,199698
692,4,191163
2543,4,436516
4071,1,520447
693,6,215467
1018,2,203319
5538,6,784548
4231,5,617965
2901,3,473136
3729,3,580266
4877,4,663980
5374,5,812765
2806,3,430231
1524,5,302206
2403,3,398775
737,6,237341
5563,1,782878
5428,5,732993
3532,1,503634
590,1,143815
4213,4,577623
5053,1,658876
3302,5,542006
4652,4,632437
3040,4,457778
2104,3,327875
3305,3,489242
4123,2,535953
1823,1,302909
5449,5,756658
1602,1,259386
4600,3,639782
2998,2,442764
4062,5,616290
4362,5,669326
5342,2,740700
2693,1,397602
5951,1,815880
3327,2,475405
2460,6,455915
5622,5,746177
2840,6,471165
3369,5,521074
2793,4,462424
2763,2,396142
4780,2,672252
4987,6,765381
3805,2,533516
5105,4,764419
4933,1,609597
358,5,163067
2230,6,425433
1220,4,258761
4260,3,564113
1800,3,295019
5986,1,842626
3207,5,529213
4655,2,656768
5692,2,740135
2334,4,412974
2148,2,329850
3954,3,581465
3355,5,513971
2781,5,446065
3819,6,593258
1523,3,275574
3135,4,456797
1072,6,254399
4618,2,652234
1216,4,264735
2608,6,458631
966,6,267215
2776,1,391689
1911,3,316902
4328,3,630992
1966,4,329501
851,2,172770
5830,4,764281
2314,4,399447
893,4,205939
5994,3,794927
4579,2,595744
970,5,238042
4633,3,665795
2774,4,448856
2644,4,411572
3854,5,573830
4847,5,712200
4092,3,570519
2513,1,390266
1537,6,316848
5448,1,739971
3240,6,524965
1171,6,267267
2246,3,384522
4540,1,584576
1383,1,221178
1193,1,205560
2760,2,401900
5749,4,822369
729,3,185892
3421,3,514762
2813,2,409615
2639,1,405052
1456,1,240158
3006,2,421838
2106,2,324568
1355,1,235987
1409,3,248817
4754,3,702714
5910,6,877047
3381,6,534959
5507,3,793864
5873,3,827809
852,1,169019
5636,5,812359
3423,6,561582
2157,6,418919
3135,1,458519
1038,3,218464
4799,1,655324
5137,3,729135
4120,5,624981
4768,6,689091
1263,6,292230
2080,4,351271
5709,6,811588
5038,3,722207
5381,4,722368
2239,1,353674
2932,5,506382
2031,2,339112
4284,1,570321
4117,6,602385
2022,5,388390
5357,2,705431
5224,5,771047
4385,5,671098
1861,6,351452
2191,2,346723
2801,2,404858
2422,4,377227
5792,5,808201
3183,6,489440
1461,4,272921
4832,2,691127
1161,4,245335
4454,4,688079
2916,4,453308
602,3,172643
5894,2,837821
4846,3,626167
5921,3,829957
2340,5,387750
2222,2,332437
4751,2,656053
5166,1,673260
3424,1,510005
5227,5,751451
2332,4,392282
2608,5,448130
3588,5,529354
2358,6,400739
379,2,126993
4466,5,689262
2173,6,383381
801,3,188768
565,1,136286
5876,3,759128
4202,5,665508
1129,5,270998
5532,1,717813
5748,3,838409
2929,6,473747
1982,3,350208
725,4,189287
1726,2,298983
2178,5,383493
2448,2,347786
984,2,200069
4509,3,652037
859,3,207671
957,3,218028
5871,5,839233
5462,4,808646
2614,4,437748
1319,1,214505
5288,4,787489
5226,2,748384
363,4,151851
1371,1,227544
2785,2,411895
1301,2,239425
471,5,183221
4600,1,608823
2454,1,337435
4783,6,732675
3709,3,514907
3474,4,539763
3034,6,519053
618,4,185302
537,1,125140
652,6,220322
4428,2,632374
1285,4,274455
5553,3,748172
819,1,156056
2033,1,307577
3104,5,483279
4854,5,714216
1691,3,316515
5373,3,745862
3293,5,551638
836,5,226761
3207,5,479571
3014,3,430883
1983,6,375941
5186,3,711583
3679,6,589698
1077,5,258760
1029,1,196132
3820,1,551901
1603,1,254118
4813,3,666912
477,4,171018
3245,5,510761
590,4,172598
5499,6,834386
437,6,192094
828,3,186049
3170,1,478798
1187,4,241155
2017,6,387122
4020,5,631305
333,1,109421
3133,5,480744
2537,5,430609
4202,1,595647
1928,3,346290
4589,2,643675
3755,2,570625
1719,4,325210
4704,4,648969
4193,6,673218
4386,5,683886
3262,4,525539
2970,4,440027
1858,6,378945
5601,1,749316
4664,4,664520
3824,3,545069
5784,3,806184
5779,5,776323
5998,6,909072
4127,2,577951
926,5,246901
1246,1,199711
2496,4,392452
4886,5,727845
866,6,233867
3778,6,632545
3272,6,508324
4490,6,655135
2210,4,374334
1670,4,300643
1949,4,322442
4778,1,608233
3112,4,477859
2885,6,493673
3359,6,553638
4342,6,674442
4734,4,639899
3688,5,557773
3893,2,584365
1877,3,318201
931,1,164838
1039,3,224277
776,1,166030
5559,5,798190
5646,6,854695
3208,1,462329
5719,1,732972
1811,1,280598
1073,6,265088
315,4,141234
3620,2,500103
4689,4,638148
4284,2,637216
1669,1,268108
5414,3,732970
1805,3,301485
1546,4,308927
5191,5,727689
1481,1,236884
607,3,158914
992,2,204968
4965,2,667993
3390,4,519374
4435,4,640878
445,1,125355
5257,4,731148
2653,2,395556
4185,4,621893
5498,1,744394
3821,4,536163
538,6,210472
2061,2,341260
4402,1,614847
2177,4,352537
1228,5,257254
4116,6,652446
817,3,198798
323,4,143867
5842,3,755223
5074,5,748627
5980,1,821111
4708,6,714918
2718,5,465224
2165,5,382216
1982,1,308301
3010,2,450154
316,1,103898
2103,2,323238
2473,3,408356
1900,5,360643
5526,3,784050
1337,6,309543
3919,3,564526
5391,1,727948
4134,3,587951
1965,2,308674
4360,4,604152
3397,2,476812
5617,3,726468
4731,3,703322
1177,4,241893
2847,4,431195
3998,5,578788
5617,5,796313
5201,4,750047
1203,4,243555
5555,5,840338
4556,4,649152
1047,4,233865
2108,4,367528
4141,4,647041
5184,4,686315
1169,2,232763
3467,4,501592
3864,2,566061
5522,6,826440
3348,5,549803
3818,6,587230
3056,6,519236
4465,4,660563
3322,5,492618
5570,5,759045
5966,4,849449
2892,6,478590
1691,4,295201
3655,4,533484
5870,2,774954
1548,6,337538
4947,4,677550
4662,3,686298
1059,2,217547
5869,6,902180
673,4,191650
4087,2,550619
5205,5,711768
3411,6,526347
5685,3,828160
5055,2,724863
1407,3,250867
2660,3,436794
5368,5,741730
525,1,129851
3482,1,458095
5335,3,719426
2018,2,335809
2319,3,395523
2608,6,478996
787,2,183581
543,2,144976
5914,3,837212
4101,6,648694
2630,4,412955
443,2,139892
832,6,249556
1078,6,280419
1925,6,354088
558,4,168742
5296,4,798341
5133,5,769997
5760,1,785957
2081,6,387908
4842,5,755336
2208,6,390633
2388,6,411027
1386,4,273563
2925,4,473629
1231,5,265865
5790,5,868448
3085,1,458114
3745,3,567082
667,2,163365
5430,1,715734
5593,3,754199
1536,4,307876
386,6,193205
5280,5,723339
2588,1,351148
836,4,212197
1858,5,343607
2797,2,386185
4338,1,611657
4179,1,594020
4930,3,669595
3787,3,568760
3985,5,639460
3947,3,557973
1827,1,297101
935,2,200477
5855,4,797683
5811,2,832879
4366,5,616461
4131,2,584036
4580,5,677184
5636,1,694523
4999,4,755883
5987,1,725217
3631,1,503451
574,5,202056
4172,4,594824
4241,5,653558
5906,2,795882
5719,4,815625
3056,4,478141
465,2,138207
1631,5,308007
2445,4,420343
1460,2,247633
877,2,175698
2533,1,385095
1300,4,281205
3749,6,581651
5088,2,704948
2854,5,494436
3885,3,568156
3963,4,593416
1833,6,361149
5748,2,808620
2122,2,323482
1270,4,257810
5799,5,771856
913,3,199791
4154,4,633995
3474,5,549170
1972,4,342010
899,4,218912
1373,3,258661
1957,6,369012
2430,5,390626
4597,2,645179
5101,6,797518
2431,2,381883
2210,6,380703
4226,2,621700
4038,6,603609
2953,3,440125
3298,1,440076
1985,3,338777
1230,6,299075
1005,3,225798
873,4,206054
3999,1,560388
777,4,213834
5401,3,722236
4588,4,699547
3860,6,608335
1615,5,305131
1992,5,359790
1787,1,267365
3137,2,474797
5766,4,840660
5203,1,704054
4915,3,701009
2565,3,402189
1916,6,354942
1934,2,303831
2931,4,475725
3340,6,506232
5955,2,793023
5797,6,780862
3224,2,468937
4032,4,629128
793,1,166862
5117,1,668971
3262,5,537244
5962,1,791704
1579,1,243630
5601,4,778499
4789,1,630413
4914,4,706300
1647,3,303543
5533,4,763472
2279,2,336082
5512,6,857685
3150,6,519195
4124,4,578559
5258,2,741412
3603,4,546454
5636,1,719697
3518,2,481311
729,5,209676
5755,5,763672
828,4,214103
1764,1,257144
759,2,171455
2191,4,394608
4654,5,685918
1221,5,259786
2883,6,483656
1260,5,282198
4401,6,677808
800,3,193802
3621,1,504271
2879,2,443450
5726,5,811489
1493,3,279293
980,3,211279
3312,3,493052
3505,4,562641
630,6,224234
3053,5,459856
3213,3,503713
4238,2,624317
430,6,184550
470,2,129942
3597,6,607855
3008,4,459643
3829,6,590850
4469,2,621170
3523,3,495217
4206,5,600747
628,6,205724
3462,5,550268
2121,4,388438
4338,6,686691
884,3,210586
5269,1,683878
1397,1,242381
5270,2,762185
4401,5,615197
3599,6,590770
3521,3,541363
1440,2,239697
3169,1,474733
1515,5,319962
1938,4,356509
1200,2,222498
5066,6,739224
2000,6,362592
5600,3,802866
5777,2,791423
4308,6,681251
707,1,150016
4764,5,742971
4013,2,600701
3113,1,454954
2089,5,365606
1549,5,317320
767,3,188887
3384,1,448470
1955,2,332283
5914,1,792919
3008,1,457756
3972,5,610230
3884,2,561517
5440,3,703766
2084,6,411232
1895,1,310908
4606,1,655185
1815,3,292898
1220,1,224467
5425,6,790650
3991,1,504711
5734,5,841091
5372,4,757915
5818,3,770011
5145,4,764394
632,2,161339
5450,2,723109
1823,4,313663
2835,5,441984
5968,3,871388
4859,5,673847
4264,6,693443
2737,4,458989
817,1,174532
4688,3,634035
4985,3,710833
2150,6,395476
2420,4,422026
3522,5,525088
2414,2,377523
3762,6,631409
442,6,189385
5254,4,718379
5308,6,765934
2612,5,410406
1768,6,340131
2748,6,473054
1448,1,226490
5954,6,913944
5653,5,835043
1435,6,315550
4920,5,705263
5470,5,746767
3427,1,501101
5657,6,786473
4340,5,653008
5676,5,751768
5319,4,739967
965,5,246100
907,5,238931
2549,5,456332
2777,4,463856
902,5,233199
1344,2,241890
5165,6,800787
5404,1,683999
3393,1,445346
5632,2,794236
2785,4,435696
3801,3,575808
343,3,135359
2620,2,380144
2475,3,398951
1105,1,204596
3819,6,561001
3349,5,521859
5548,1,772087
5517,6,755774
2261,1,361044
4076,4,571383
3031,1,442492
386,5,165764
2144,5,394122
5888,6,858411
5567,3,788427
3459,1,483959
2905,5,493850
5532,4,782438
593,2,155920
515,3,154293
401,3,136927
5265,1,665441
5692,3,774460
1008,5,236387
2677,5,436589
496,4,168106
2829,3,414483
2996,1,456047
1906,4,319146
2378,5,423400
2343,6,431239
5856,5,788281
4006,3,575147
1955,3,349425
2680,6,479458
1181,6,284266
4995,5,715977
4652,6,656979
679,3,172662
5873,4,758415
4333,3,643696
5102,3,673845
5040,3,725576
3293,5,514090
2967,1,420893
848,3,208707
2504,3,410281
3677,4,523537
4160,5,596951
4876,1,618098
2730,6,478284
4068,6,639074
4017,1,572641
4570,3,627494
5541,4,773492
1060,2,205887
3667,3,503462
1487,3,268527
2901,5,441289
4850,1,664474
3104,1,447004
5070,1,698577
3871,4,561280
2865,5,447087
3767,2,493844
1207,6,279058
5404,5,798564
2319,5,382278
4192,4,590760
3206,4,470773
4084,3,603837
3610,6,538389
2050,4,355586
781,3,177853
2737,1,384704
5513,6,760172
3721,4,564603
5336,1,663731
1686,1,269110
4664,5,695270
4988,3,647196
1627,4,301930
1930,2,318816
4360,5,613186
4790,2,688094
5650,5,855702
796,5,228598
5300,4,711864
4457,4,617742
468,3,151372
1119,6,280779
2454,5,417092
3498,4,518998
2590,5,436885
436,2,134807
4963,1,709466
1362,1,216910
908,5,238638
1425,6,293547
2035,5,362921
3219,2,463689
4584,2,586475
5579,6,758168
2113,3,362575
452,6,187979
1470,6,327355
3313,2,505506
1206,3,235870
5560,3,789312
4235,1,574147
4152,5,662313
5454,5,825221
821,3,196224
2644,1,381995
780,1,157274
4921,2,668357
3322,1,479459
1048,6,276450
5863,6,791299
509,5,193712
3571,6,578804
4016,6,641789
5345,5,725481
3993,6,651104
2073,5,359413
4855,2,677952
5317,4,726848
680,1,143437
5303,1,707276
5332,4,750343
1963,1,309084
2659,4,417086
2030,3,315399
2360,5,384988
5088,1,666941
5920,2,802104
2577,5,452984
5914,5,795755
4548,1,569666
1827,4,327444
5338,4,715386
482,2,137992
4255,3,605796
4056,1,522636
5587,4,749555
1085,5,249815
1071,1,190836
5042,4,704426
4121,6,670821
1335,4,280250
4239,6,672468
3745,5,606741
4043,6,591566
2770,3,452359
2655,5,466045
3594,5,580227
2378,2,389876
4790,6,672987
2635,1,395153
5954,5,864371
576,5,186631
2348,3,355305
5110,5,712303
3455,2,530850
500,2,141568
2406,2,348265
637,1,140487
2944,3,466838
4166,5,658388
5319,5,711197
4522,4,640123
2138,5,399557
3423,4,527018
4282,4,582713
2797,1,418749
4578,6,701590
1643,3,272640
5613,1,761518
3880,3,553763
5025,1,643757
1299,3,259910
3057,6,520275
443,1,113313
5875,4,771287
3467,2,493035
818,3,200920
4488,5,641407
3229,6,530345
3560,6,556945
3237,6,556277
925,2,178272
4243,1,541523
4475,1,563577
3233,1,459703
1116,5,246740
4962,5,727285
5961,3,866419
2868,5,445809
3117,2,477981
381,1,112492
3095,5,495919
1261,6,287154
1728,1,264989
2641,4,433419
916,4,225716
4856,5,689047
5485,4,813357
1766,6,351843
1998,2,339417
3886,4,606032
1558,4,304293
4295,5,613864
4170,6,625942
1039,4,244580
1982,6,381789
1482,2,274443
5406,2,684452
1646,5,313401
2932,3,467235
3039,6,487795
5654,4,801862
1728,3,286912
4140,5,622933
2728,6,457847
4607,4,621967
3516,4,498787
4443,4,606723
301,2,115022
2473,6,460438
5527,6,810759
5358,6,806541
3380,6,544258
5148,1,719786
1729,4,304021
794,5,222441
4903,3,645968
1000,1,180293
1956,3,324100
1192,1,195270
4235,1,608042
1400,6,318666
2012,2,339267
3322,3,466167
4357,6,624574
5210,5,803556
2387,6,450193
1964,2,310560
1506,2,251793
1310,1,234515
2259,1,321778
845,4,215582
656,2,150247
4762,4,671740
5938,1,748425
3177,6,542617
4816,5,670249
1798,3,331068
624,3,176789
911,2,186524
3969,2,591860
5643,6,822686
4443,2,616880
2164,6,423850
2820,6,472761
4755,4,647119
4755,3,686014
2421,3,382193
3764,3,568609
587,5,196794
1183,1,194029
2861,1,390792
4807,3,654162
4441,3,651579
980,4,222984
4551,6,714906
5758,2,766794
2810,3,422896
1414,5,299219
1382,5,293713
3417,3,478499
1799,1,271244
3610,6,594571
1755,6,359857
878,4,223712
5331,4,730673
2605,5,429320
780,5,223310
4974,3,667797
